ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,conn_state,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,bytes_total,bytes_ratio,pkts_total,pkts_ratio,proto_tcp,proto_udp,proto_icmp,is_http,is_ssh,Label
1499343996,Ckui5c3tk1H47qhlEd,172.16.0.1,49180,192.168.10.50,80,tcp,-,SF,5.795033,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343996,Ckui5c3tk1H47qhlEd,172.16.0.1,49180,192.168.10.50,80,tcp,-,SF,5.795033,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343996,Ckui5c3tk1H47qhlEd,172.16.0.1,49180,192.168.10.50,80,tcp,-,SF,5.795033,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343996,Ckui5c3tk1H47qhlEd,172.16.0.1,49180,192.168.10.50,80,tcp,-,SF,5.795033,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343996,Ckui5c3tk1H47qhlEd,172.16.0.1,49180,192.168.10.50,80,tcp,-,SF,5.795033,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343998,CnG4a217CI9G9KKv3g,172.16.0.1,49200,192.168.10.50,80,tcp,-,SF,5.529298,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343998,CnG4a217CI9G9KKv3g,172.16.0.1,49200,192.168.10.50,80,tcp,-,SF,5.529298,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343998,CnG4a217CI9G9KKv3g,172.16.0.1,49200,192.168.10.50,80,tcp,-,SF,5.529298,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343998,CnG4a217CI9G9KKv3g,172.16.0.1,49200,192.168.10.50,80,tcp,-,SF,5.529298,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343999,C7qfmg4Z117O9UfH2l,172.16.0.1,49220,192.168.10.50,80,tcp,-,SF,5.24133,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343999,C7qfmg4Z117O9UfH2l,172.16.0.1,49220,192.168.10.50,80,tcp,-,SF,5.24133,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343999,C7qfmg4Z117O9UfH2l,172.16.0.1,49220,192.168.10.50,80,tcp,-,SF,5.24133,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343999,C7qfmg4Z117O9UfH2l,172.16.0.1,49220,192.168.10.50,80,tcp,-,SF,5.24133,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344001,CGvSUk1NPAlU5NZGr4,172.16.0.1,49258,192.168.10.50,80,tcp,-,SF,5.706329,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344001,CGvSUk1NPAlU5NZGr4,172.16.0.1,49258,192.168.10.50,80,tcp,-,SF,5.706329,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344001,CGvSUk1NPAlU5NZGr4,172.16.0.1,49258,192.168.10.50,80,tcp,-,SF,5.706329,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344001,CGvSUk1NPAlU5NZGr4,172.16.0.1,49258,192.168.10.50,80,tcp,-,SF,5.706329,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344001,CGvSUk1NPAlU5NZGr4,172.16.0.1,49258,192.168.10.50,80,tcp,-,SF,5.706329,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344003,CpGFPx34FVc7Z4zYdc,172.16.0.1,49278,192.168.10.50,80,tcp,-,SF,5.132651,0,0,4,3,0,1,7,1.25,1,0,0,1,0,DDoS
1499344003,CpGFPx34FVc7Z4zYdc,172.16.0.1,49278,192.168.10.50,80,tcp,-,SF,5.132651,0,0,4,3,0,1,7,1.25,1,0,0,1,0,DDoS
1499344003,CpGFPx34FVc7Z4zYdc,172.16.0.1,49278,192.168.10.50,80,tcp,-,SF,5.132651,0,0,4,3,0,1,7,1.25,1,0,0,1,0,DDoS
1499344003,CpGFPx34FVc7Z4zYdc,172.16.0.1,49278,192.168.10.50,80,tcp,-,SF,5.132651,0,0,4,3,0,1,7,1.25,1,0,0,1,0,DDoS
1499344005,CNO9AF2XjRT1E3qdi8,172.16.0.1,49316,192.168.10.50,80,tcp,http,SF,7.554194,602,364,5,5,966,1.652054795,10,1,1,0,0,1,0,DDoS
1499344005,CNO9AF2XjRT1E3qdi8,172.16.0.1,49316,192.168.10.50,80,tcp,http,SF,7.554194,602,364,5,5,966,1.652054795,10,1,1,0,0,1,0,DDoS
1499344005,CNO9AF2XjRT1E3qdi8,172.16.0.1,49316,192.168.10.50,80,tcp,http,SF,7.554194,602,364,5,5,966,1.652054795,10,1,1,0,0,1,0,DDoS
1499344008,CR5eAbJnsvO0th9cd,172.16.0.1,49356,192.168.10.50,80,tcp,-,SF,5.307715,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344008,CR5eAbJnsvO0th9cd,172.16.0.1,49356,192.168.10.50,80,tcp,-,SF,5.307715,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344008,CR5eAbJnsvO0th9cd,172.16.0.1,49356,192.168.10.50,80,tcp,-,SF,5.307715,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344010,CpjRXi45Yw2Tq9EWlk,172.16.0.1,49394,192.168.10.50,80,tcp,-,SF,5.580583,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344010,CpjRXi45Yw2Tq9EWlk,172.16.0.1,49394,192.168.10.50,80,tcp,-,SF,5.580583,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344012,CEVzOl18PiIPH1bLD3,172.16.0.1,49414,192.168.10.50,80,tcp,-,SF,5.303751,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344012,CEVzOl18PiIPH1bLD3,172.16.0.1,49414,192.168.10.50,80,tcp,-,SF,5.303751,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344012,CEVzOl18PiIPH1bLD3,172.16.0.1,49414,192.168.10.50,80,tcp,-,SF,5.303751,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344012,CEVzOl18PiIPH1bLD3,172.16.0.1,49414,192.168.10.50,80,tcp,-,SF,5.303751,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344014,CzE7ZskSYE8P6sUk4,172.16.0.1,49452,192.168.10.50,80,tcp,-,SF,5.768741,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344014,CzE7ZskSYE8P6sUk4,172.16.0.1,49452,192.168.10.50,80,tcp,-,SF,5.768741,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344014,CzE7ZskSYE8P6sUk4,172.16.0.1,49452,192.168.10.50,80,tcp,-,SF,5.768741,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344014,CzE7ZskSYE8P6sUk4,172.16.0.1,49452,192.168.10.50,80,tcp,-,SF,5.768741,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344014,CzE7ZskSYE8P6sUk4,172.16.0.1,49452,192.168.10.50,80,tcp,-,SF,5.768741,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344014,CzE7ZskSYE8P6sUk4,172.16.0.1,49452,192.168.10.50,80,tcp,-,SF,5.768741,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344016,CjKloF33AjWxqqONya,172.16.0.1,49472,192.168.10.50,80,tcp,-,SF,5.516946,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344016,CjKloF33AjWxqqONya,172.16.0.1,49472,192.168.10.50,80,tcp,-,SF,5.516946,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344016,CjKloF33AjWxqqONya,172.16.0.1,49472,192.168.10.50,80,tcp,-,SF,5.516946,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344016,CjKloF33AjWxqqONya,172.16.0.1,49472,192.168.10.50,80,tcp,-,SF,5.516946,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344016,CjKloF33AjWxqqONya,172.16.0.1,49472,192.168.10.50,80,tcp,-,SF,5.516946,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344016,CjKloF33AjWxqqONya,172.16.0.1,49472,192.168.10.50,80,tcp,-,SF,5.516946,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344017,Cx8TxD3JhPtfDvcn24,172.16.0.1,49492,192.168.10.50,80,tcp,-,SF,5.238746,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344017,Cx8TxD3JhPtfDvcn24,172.16.0.1,49492,192.168.10.50,80,tcp,-,SF,5.238746,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344017,Cx8TxD3JhPtfDvcn24,172.16.0.1,49492,192.168.10.50,80,tcp,-,SF,5.238746,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499344017,Cx8TxD3JhPtfDvcn24,172.16.0.1,49492,192.168.10.50,80,tcp,-,SF,5.238746,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DDoS
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS GoldenEye
1499343355,CMkP0f1A62AOdbVmo3,172.16.0.1,44382,192.168.10.50,80,tcp,http,SF,5.057574,736,9880,11,6,10616,0.074587592,17,1.714285714,1,0,0,1,0,DoS GoldenEye
1499343361,Cr9nGv1QsH3FKlGao9,172.16.0.1,44384,192.168.10.50,80,tcp,http,SF,5.271272,969,1430,8,6,2399,0.677847659,14,1.285714286,1,0,0,1,0,DoS GoldenEye
1499343367,CmCRX92h5gxcS3EOc7,172.16.0.1,44386,192.168.10.50,80,tcp,http,SF,5.020824,973,1430,8,5,2403,0.680642907,13,1.5,1,0,0,1,0,DoS GoldenEye
1499343510,CRuzz4i3ZhKg8zxue,172.16.0.1,44388,192.168.10.50,80,tcp,http,SF,1.640792,2145,12716,13,9,14861,0.168750491,22,1.4,1,0,0,1,0,DoS GoldenEye
1499343510,C0WWba4FjeoAQNbT1d,172.16.0.1,44390,192.168.10.50,80,tcp,http,SF,5.088805,358,763,5,5,1121,0.469895288,10,1,1,0,0,1,0,DoS GoldenEye
1499343510,CvztWx3XHle2viQor2,172.16.0.1,44392,192.168.10.50,80,tcp,http,SF,21.405331,5927,19891,29,15,25818,0.29800925,44,1.875,1,0,0,1,0,DoS GoldenEye
1499343568,CK1UV849NuP8nFvHv,172.16.0.1,44486,192.168.10.50,80,tcp,-,SF,3.533614,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343568,CKWmBd2cu3R9yT1My2,172.16.0.1,44484,192.168.10.50,80,tcp,-,SF,3.533748,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343568,CCcHxP2qopaZpmZPjl,172.16.0.1,44466,192.168.10.50,80,tcp,-,SF,4.050359,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343568,Cou1jn435kCYxXDCXc,172.16.0.1,44464,192.168.10.50,80,tcp,http,SF,4.139388,4801,17044,28,16,21845,0.281724846,44,1.705882353,1,0,0,1,0,DoS GoldenEye
1499343682,CrxF7d1jDrZQLfz6yd,172.16.0.1,44656,192.168.10.50,80,tcp,-,SF,5.538099,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343682,Cxxe0G20gPVvFW326,172.16.0.1,44654,192.168.10.50,80,tcp,-,SF,5.538163,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343681,CHfE561tdt1yJVrP5c,172.16.0.1,44636,192.168.10.50,80,tcp,-,SF,5.947513,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343691,CszFU7157ZPfvQxyC8,172.16.0.1,44734,192.168.10.50,80,tcp,-,SF,5.848559,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343694,CMI1YR22ZQa1xiBedj,172.16.0.1,44754,192.168.10.50,80,tcp,-,SF,5.587794,0,0,4,3,0,1,7,1.25,1,0,0,1,0,DoS GoldenEye
1499343696,CzBxPR3OnOTiPQIIJ5,172.16.0.1,44774,192.168.10.50,80,tcp,-,SF,5.294697,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343700,CpdGmp1NAN6d8T06Rf,172.16.0.1,44814,192.168.10.50,80,tcp,-,SF,1.596138,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343698,C4YAuZ16Sr8fY5To25,172.16.0.1,44794,192.168.10.50,80,tcp,-,SF,3.876756,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343681,CoWs8hEqzLiTydvv4,172.16.0.1,44634,192.168.10.50,80,tcp,http,SF,20.84784,16995,36979,84,42,53974,0.459599784,126,1.976744186,1,0,0,1,0,DoS GoldenEye
1499343717,CJ3lAslvYiktAFlb5,172.16.0.1,44906,192.168.10.50,80,tcp,-,SF,5.588029,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343717,CcqlPXmxKP1y83HQc,172.16.0.1,44904,192.168.10.50,80,tcp,-,SF,5.597803,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343717,CqkD3r31jF5CskOX8h,172.16.0.1,44886,192.168.10.50,80,tcp,http,SF,6.16183,341,506,5,5,847,0.674556213,10,1,1,0,0,1,0,DoS GoldenEye
1499343723,C2eqfx2DlewlcPC0Xd,172.16.0.1,44984,192.168.10.50,80,tcp,-,SF,5.756773,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343725,C6XrvY3kWmSF5PcHg1,172.16.0.1,45004,192.168.10.50,80,tcp,-,SF,5.457686,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343726,CN6ABY1252huI9DLoc,172.16.0.1,45024,192.168.10.50,80,tcp,-,SF,5.185479,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343728,CMU1Rg48dTtr5U9lyd,172.16.0.1,45062,192.168.10.50,80,tcp,-,SF,5.663011,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343730,CKTTmq1RbadrDGmTE3,172.16.0.1,45082,192.168.10.50,80,tcp,-,SF,5.406533,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343733,CCBNSi3XyzSvMbF9e8,172.16.0.1,45140,192.168.10.50,80,tcp,-,SF,5.613351,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343735,Cm8AHES33BpmTsygk,172.16.0.1,45160,192.168.10.50,80,tcp,-,SF,5.310562,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343737,C3SuaAG6d78v6Ywfl,172.16.0.1,45198,192.168.10.50,80,tcp,-,SF,5.769161,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343740,CSjbsA46uVfnQypS3j,172.16.0.1,45238,192.168.10.50,80,tcp,-,SF,5.242626,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343742,CEhQAh2IBeVUc4BVdb,172.16.0.1,45276,192.168.10.50,80,tcp,-,SF,5.604836,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343717,CrZjv33MwIzACPly7b,172.16.0.1,44884,192.168.10.50,80,tcp,http,SF,31.486132,43523,80534,205,104,124057,0.540435835,309,1.961904762,1,0,0,1,0,DoS GoldenEye
1499343744,ClqgvG2422ZZeVB9m9,172.16.0.1,45296,192.168.10.50,80,tcp,-,SF,5.062278,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343746,C8Ym7A4KFAVHzNtIOc,172.16.0.1,45334,192.168.10.50,80,tcp,http,SF,7.558412,602,364,5,5,966,1.652054795,10,1,1,0,0,1,0,DoS GoldenEye
1499343749,CWsKzo3boRKpv5g1m8,172.16.0.1,45374,192.168.10.50,80,tcp,-,SF,5.295695,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343751,CNtubqN0kIJ4xDs97,172.16.0.1,45412,192.168.10.50,80,tcp,-,SF,5.771691,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343752,CK6dNiUrkvBryNEN3,172.16.0.1,45432,192.168.10.50,80,tcp,-,SF,5.507719,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343754,C4wOoh4kLRna1aSG22,172.16.0.1,45452,192.168.10.50,80,tcp,-,SF,5.229385,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343756,CifdkV1WIoOXZkWSh3,172.16.0.1,45490,192.168.10.50,80,tcp,-,SF,5.709883,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343758,C7TKu3zLyAIwyvZZ1,172.16.0.1,45510,192.168.10.50,80,tcp,-,SF,5.437979,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343759,CSjx661wmXKYTur5r3,172.16.0.1,45530,192.168.10.50,80,tcp,-,SF,5.18073,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343761,C008A52A7Y2ezY5Fhh,172.16.0.1,45568,192.168.10.50,80,tcp,-,SF,5.620755,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343763,Cf4Dxa1eEdRm5k27A1,172.16.0.1,45588,192.168.10.50,80,tcp,-,SF,5.359571,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343765,CNVEgf4QUMg2nOegNj,172.16.0.1,45626,192.168.10.50,80,tcp,-,SF,5.811123,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343766,Cckl6k28adqMmtmyT6,172.16.0.1,45646,192.168.10.50,80,tcp,-,SF,5.511758,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343768,CXpOCecq473o9LMt7,172.16.0.1,45666,192.168.10.50,80,tcp,-,SF,5.247815,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343770,Czj5JH1amClPrZWBz3,172.16.0.1,45704,192.168.10.50,80,tcp,-,SF,5.727687,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343772,CPY1hc3maAMHMWdJ4i,172.16.0.1,45724,192.168.10.50,80,tcp,-,SF,5.420075,0,0,4,2,0,1,6,1.666666667,1,0,0,1,0,DoS GoldenEye
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
1499343355,CQkFUo4vVT4kFyMYsi,172.16.0.1,44380,192.168.10.50,80,tcp,http,SF,5.185843,1022,2321,8,8,3343,0.440568475,16,1,1,0,0,1,0,DoS Hulk
